city,longitude,latitude,scientific_name,count
Milwaukee,-88.1,43.2,Fraxinus pennsylvanica,9
Milwaukee,-88.1,43.2,Gleditsia triacanthos,7
Milwaukee,-88.1,43.2,Tilia cordata,6
Milwaukee,-88.0,42.9,Others,680
Milwaukee,-88.0,42.9,Acer platanoides,28
Milwaukee,-88.0,42.9,Acer rubrum,13
Milwaukee,-88.0,42.9,Fraxinus pennsylvanica,58
Milwaukee,-88.0,42.9,Gleditsia triacanthos,35
Milwaukee,-88.0,42.9,Prunus,3
Milwaukee,-88.0,42.9,Pyrus calleryana,5
Milwaukee,-88.0,42.9,Tilia cordata,15
Milwaukee,-88.0,43.0,Others,2088
Milwaukee,-88.0,43.0,Acer platanoides,250
Milwaukee,-88.0,43.0,Acer rubrum,6
Milwaukee,-88.0,43.0,Fraxinus pennsylvanica,279
Milwaukee,-88.0,43.0,Gleditsia triacanthos,447
Milwaukee,-88.0,43.0,Prunus,4
Milwaukee,-88.0,43.0,Pyrus calleryana,9
Milwaukee,-88.0,43.0,Tilia cordata,62
Milwaukee,-88.0,43.1,Others,2222
Milwaukee,-88.0,43.1,Acer platanoides,331
Milwaukee,-88.0,43.1,Acer rubrum,10
Milwaukee,-88.0,43.1,Fraxinus pennsylvanica,496
Milwaukee,-88.0,43.1,Gleditsia triacanthos,462
Milwaukee,-88.0,43.1,Prunus,2
Milwaukee,-88.0,43.1,Pyrus calleryana,1
Milwaukee,-88.0,43.1,Tilia cordata,40
Milwaukee,-88.0,43.2,Others,977
Milwaukee,-88.0,43.2,Acer platanoides,65
Milwaukee,-88.0,43.2,Acer rubrum,7
Milwaukee,-88.0,43.2,Fraxinus pennsylvanica,286
Milwaukee,-88.0,43.2,Gleditsia triacanthos,56
Milwaukee,-88.0,43.2,Tilia cordata,3
Milwaukee,-88.0,43.3,Others,2
Milwaukee,-87.9,42.9,Others,430
Milwaukee,-87.9,42.9,Acer platanoides,19
Milwaukee,-87.9,42.9,Acer rubrum,4
Milwaukee,-87.9,42.9,Fraxinus pennsylvanica,35
Milwaukee,-87.9,42.9,Gleditsia triacanthos,56
Milwaukee,-87.9,42.9,Prunus,1
Milwaukee,-87.9,42.9,Tilia cordata,6
Milwaukee,-87.9,43.0,Others,1905
Milwaukee,-87.9,43.0,Acer platanoides,249
Milwaukee,-87.9,43.0,Acer rubrum,8
Milwaukee,-87.9,43.0,Fraxinus pennsylvanica,235
Milwaukee,-87.9,43.0,Gleditsia triacanthos,443
Milwaukee,-87.9,43.0,Prunus,16
Milwaukee,-87.9,43.0,Pyrus calleryana,3
Milwaukee,-87.9,43.0,Tilia cordata,153
Milwaukee,-87.9,43.1,Others,2433
Milwaukee,-87.9,43.1,Acer platanoides,373
Milwaukee,-87.9,43.1,Acer rubrum,23
Milwaukee,-87.9,43.1,Fraxinus pennsylvanica,559
Milwaukee,-87.9,43.1,Gleditsia triacanthos,402
Milwaukee,-87.9,43.1,Prunus,5
Milwaukee,-87.9,43.1,Pyrus calleryana,27
Milwaukee,-87.9,43.1,Tilia cordata,47
Milwaukee,-87.9,43.2,Others,737
Milwaukee,-87.9,43.2,Acer platanoides,26
Milwaukee,-87.9,43.2,Acer rubrum,1
Milwaukee,-87.9,43.2,Fraxinus pennsylvanica,356
Milwaukee,-87.9,43.2,Gleditsia triacanthos,3
Milwaukee,-87.8,42.9,Others,403
Milwaukee,-87.8,42.9,Acer platanoides,15
Milwaukee,-87.8,42.9,Fraxinus pennsylvanica,23
Milwaukee,-87.8,42.9,Gleditsia triacanthos,41
Milwaukee,-87.8,42.9,Tilia cordata,2
Milwaukee,-87.8,43.0,Others,91
Milwaukee,-87.8,43.0,Acer platanoides,11
Milwaukee,-87.8,43.0,Fraxinus pennsylvanica,6
Milwaukee,-87.8,43.0,Gleditsia triacanthos,18
Minneapolis,-93.5,45.0,Others,447
Minneapolis,-93.5,45.0,Acer platanoides,99
Minneapolis,-93.5,45.0,Acer rubrum,8
Minneapolis,-93.5,45.0,Fraxinus pennsylvanica,214
Minneapolis,-93.5,45.0,Gleditsia triacanthos,39
Minneapolis,-93.5,45.0,Tilia cordata,28
Minneapolis,-93.4,44.9,Others,781
Minneapolis,-93.4,44.9,Acer platanoides,28
Minneapolis,-93.4,44.9,Acer rubrum,23
Minneapolis,-93.4,44.9,Fraxinus pennsylvanica,281
Minneapolis,-93.4,44.9,Gleditsia triacanthos,102
Minneapolis,-93.4,44.9,Prunus,15
Minneapolis,-93.4,44.9,Tilia cordata,3
Minneapolis,-93.4,45.0,Others,548
Minneapolis,-93.4,45.0,Acer platanoides,268
Minneapolis,-93.4,45.0,Acer rubrum,13
Minneapolis,-93.4,45.0,Fraxinus pennsylvanica,124
Minneapolis,-93.4,45.0,Gleditsia triacanthos,35
Minneapolis,-93.4,45.0,Tilia cordata,48
Minneapolis,-93.4,45.1,Others,292
Minneapolis,-93.4,45.1,Acer platanoides,40
Minneapolis,-93.4,45.1,Acer rubrum,2
Minneapolis,-93.4,45.1,Fraxinus pennsylvanica,147
Minneapolis,-93.4,45.1,Gleditsia triacanthos,56
Minneapolis,-93.4,45.1,Tilia cordata,42
Minneapolis,-93.3,44.8,Others,632
Minneapolis,-93.3,44.8,Acer platanoides,11
Minneapolis,-93.3,44.8,Fraxinus pennsylvanica,79
Minneapolis,-93.3,44.8,Gleditsia triacanthos,11
Minneapolis,-93.3,44.9,Others,28364
Minneapolis,-93.3,44.9,Acer platanoides,5326
Minneapolis,-93.3,44.9,Acer rubrum,1411
Minneapolis,-93.3,44.9,Fraxinus pennsylvanica,7818
Minneapolis,-93.3,44.9,Gleditsia triacanthos,2618
Minneapolis,-93.3,44.9,Platanus acerifolia,5
Minneapolis,-93.3,44.9,Prunus,9
Minneapolis,-93.3,44.9,Tilia cordata,4134
Minneapolis,-93.3,45.0,Others,34266
Minneapolis,-93.3,45.0,Acer platanoides,7885
Minneapolis,-93.3,45.0,Acer rubrum,1624
Minneapolis,-93.3,45.0,Fraxinus pennsylvanica,10270
Minneapolis,-93.3,45.0,Gleditsia triacanthos,5317
Minneapolis,-93.3,45.0,Prunus,35
Minneapolis,-93.3,45.0,Tilia cordata,3472
Minneapolis,-93.3,45.1,Others,428
Minneapolis,-93.3,45.1,Acer platanoides,60
Minneapolis,-93.3,45.1,Acer rubrum,7
Minneapolis,-93.3,45.1,Fraxinus pennsylvanica,167
Minneapolis,-93.3,45.1,Gleditsia triacanthos,77
Minneapolis,-93.3,45.1,Tilia cordata,74
Minneapolis,-93.3,45.2,Others,4
Minneapolis,-93.3,45.2,Gleditsia triacanthos,5
Minneapolis,-93.2,44.9,Others,17101
Minneapolis,-93.2,44.9,Acer platanoides,3647
Minneapolis,-93.2,44.9,Acer rubrum,539
Minneapolis,-93.2,44.9,Fraxinus pennsylvanica,4031
Minneapolis,-93.2,44.9,Gleditsia triacanthos,2374
Minneapolis,-93.2,44.9,Prunus,7
Minneapolis,-93.2,44.9,Tilia cordata,2287
Minneapolis,-93.2,45.0,Others,8488
Minneapolis,-93.2,45.0,Acer platanoides,1778
Minneapolis,-93.2,45.0,Acer rubrum,428
Minneapolis,-93.2,45.0,Fraxinus pennsylvanica,2879
Minneapolis,-93.2,45.0,Gleditsia triacanthos,1049
Minneapolis,-93.2,45.0,Prunus,4
Minneapolis,-93.2,45.0,Tilia cordata,1069
Minneapolis,-93.2,45.1,Others,81
Minneapolis,-93.2,45.1,Acer platanoides,3
Minneapolis,-93.2,45.1,Acer rubrum,1
Minneapolis,-93.2,45.1,Fraxinus pennsylvanica,23
Minneapolis,-93.2,45.1,Gleditsia triacanthos,6
Minneapolis,-93.2,45.1,Tilia cordata,19
Nashville,-86.9,36.2,Others,14
Nashville,-86.9,36.2,Liquidambar styraciflua,1
Nashville,-86.9,36.2,Pyrus calleryana,1
Nashville,-86.9,36.2,Tilia cordata,5
Nashville,-86.8,36.1,Others,35
Nashville,-86.8,36.1,Platanus acerifolia,8
Nashville,-86.8,36.1,Tilia cordata,11
Nashville,-86.8,36.2,Others,1394
Nashville,-86.8,36.2,Acer rubrum,51
Nashville,-86.8,36.2,Fraxinus pennsylvanica,44
Nashville,-86.8,36.2,Gleditsia triacanthos,15
Nashville,-86.8,36.2,Liquidambar styraciflua,130
Nashville,-86.8,36.2,Platanus acerifolia,273
Nashville,-86.8,36.2,Prunus,4
Nashville,-86.8,36.2,Pyrus calleryana,38
Nashville,-86.8,36.2,Tilia cordata,15
New York City,-74.3,40.5,Others,202
New York City,-74.3,40.5,Acer platanoides,69
New York City,-74.3,40.5,Acer rubrum,70
New York City,-74.3,40.5,Fraxinus pennsylvanica,51
New York City,-74.3,40.5,Gleditsia triacanthos,9
New York City,-74.3,40.5,Liquidambar styraciflua,45
New York City,-74.3,40.5,Platanus acerifolia,33
New York City,-74.3,40.5,Prunus,34
New York City,-74.3,40.5,Pyrus calleryana,184
New York City,-74.3,40.5,Tilia cordata,11
New York City,-74.2,40.5,Others,9514
New York City,-74.2,40.5,Acer platanoides,1927
New York City,-74.2,40.5,Acer rubrum,2531
New York City,-74.2,40.5,Fraxinus pennsylvanica,1062
New York City,-74.2,40.5,Gleditsia triacanthos,1166
New York City,-74.2,40.5,Liquidambar styraciflua,1903
New York City,-74.2,40.5,Platanus acerifolia,1266
New York City,-74.2,40.5,Prunus,1371
New York City,-74.2,40.5,Pyrus calleryana,11483
New York City,-74.2,40.5,Tilia cordata,461
New York City,-74.2,40.6,Others,7533
New York City,-74.2,40.6,Acer platanoides,1104
New York City,-74.2,40.6,Acer rubrum,1649
New York City,-74.2,40.6,Fraxinus pennsylvanica,679
New York City,-74.2,40.6,Gleditsia triacanthos,1192
New York City,-74.2,40.6,Liquidambar styraciflua,1053
New York City,-74.2,40.6,Platanus acerifolia,1337
New York City,-74.2,40.6,Prunus,772
New York City,-74.2,40.6,Pyrus calleryana,3734
New York City,-74.2,40.6,Tilia cordata,231
New York City,-74.1,40.5,Others,590
New York City,-74.1,40.5,Acer platanoides,121
New York City,-74.1,40.5,Acer rubrum,88
New York City,-74.1,40.5,Fraxinus pennsylvanica,19
New York City,-74.1,40.5,Gleditsia triacanthos,42
New York City,-74.1,40.5,Liquidambar styraciflua,74
New York City,-74.1,40.5,Platanus acerifolia,93
New York City,-74.1,40.5,Prunus,62
New York City,-74.1,40.5,Pyrus calleryana,296
New York City,-74.1,40.5,Tilia cordata,19
New York City,-74.1,40.6,Others,21448
New York City,-74.1,40.6,Acer platanoides,2726
New York City,-74.1,40.6,Acer rubrum,3035
New York City,-74.1,40.6,Fraxinus pennsylvanica,584
New York City,-74.1,40.6,Gleditsia triacanthos,1777
New York City,-74.1,40.6,Liquidambar styraciflua,1935
New York City,-74.1,40.6,Platanus acerifolia,6655
New York City,-74.1,40.6,Prunus,2876
New York City,-74.1,40.6,Pyrus calleryana,5362
New York City,-74.1,40.6,Tilia cordata,965
New York City,-74.0,40.6,Others,24085
New York City,-74.0,40.6,Acer platanoides,3210
New York City,-74.0,40.6,Acer rubrum,847
New York City,-74.0,40.6,Fraxinus pennsylvanica,1142
New York City,-74.0,40.6,Gleditsia triacanthos,4559
New York City,-74.0,40.6,Liquidambar styraciflua,503
New York City,-74.0,40.6,Platanus acerifolia,12528
New York City,-74.0,40.6,Prunus,1567
New York City,-74.0,40.6,Pyrus calleryana,3110
New York City,-74.0,40.6,Tilia cordata,3038
New York City,-74.0,40.7,Others,27717
New York City,-74.0,40.7,Acer platanoides,1251
New York City,-74.0,40.7,Acer rubrum,510
New York City,-74.0,40.7,Fraxinus pennsylvanica,1259
New York City,-74.0,40.7,Gleditsia triacanthos,8389
New York City,-74.0,40.7,Liquidambar styraciflua,596
New York City,-74.0,40.7,Platanus acerifolia,6527
New York City,-74.0,40.7,Prunus,997
New York City,-74.0,40.7,Pyrus calleryana,5041
New York City,-74.0,40.7,Tilia cordata,3297
New York City,-74.0,40.8,Others,13743
New York City,-74.0,40.8,Acer platanoides,104
New York City,-74.0,40.8,Acer rubrum,151
New York City,-74.0,40.8,Fraxinus pennsylvanica,243
New York City,-74.0,40.8,Gleditsia triacanthos,5899
New York City,-74.0,40.8,Liquidambar styraciflua,77
New York City,-74.0,40.8,Platanus acerifolia,1618
New York City,-74.0,40.8,Prunus,406
New York City,-74.0,40.8,Pyrus calleryana,3353
New York City,-74.0,40.8,Tilia cordata,1475
New York City,-73.9,40.6,Others,11244
New York City,-73.9,40.6,Acer platanoides,2570
New York City,-73.9,40.6,Acer rubrum,555
New York City,-73.9,40.6,Fraxinus pennsylvanica,655
New York City,-73.9,40.6,Gleditsia triacanthos,2014
New York City,-73.9,40.6,Liquidambar styraciflua,296
New York City,-73.9,40.6,Platanus acerifolia,10471
New York City,-73.9,40.6,Prunus,1336
New York City,-73.9,40.6,Pyrus calleryana,1302
New York City,-73.9,40.6,Tilia cordata,1106
New York City,-73.9,40.7,Others,42273
New York City,-73.9,40.7,Acer platanoides,4785
New York City,-73.9,40.7,Acer rubrum,1315
New York City,-73.9,40.7,Fraxinus pennsylvanica,3253
New York City,-73.9,40.7,Gleditsia triacanthos,11658
New York City,-73.9,40.7,Liquidambar styraciflua,909
New York City,-73.9,40.7,Platanus acerifolia,12940
New York City,-73.9,40.7,Prunus,3897
New York City,-73.9,40.7,Pyrus calleryana,5495
New York City,-73.9,40.7,Tilia cordata,4896
New York City,-73.9,40.8,Others,36310
New York City,-73.9,40.8,Acer platanoides,2421
New York City,-73.9,40.8,Acer rubrum,1334
New York City,-73.9,40.8,Fraxinus pennsylvanica,1985
New York City,-73.9,40.8,Gleditsia triacanthos,10096
New York City,-73.9,40.8,Liquidambar styraciflua,567
New York City,-73.9,40.8,Platanus acerifolia,6617
New York City,-73.9,40.8,Prunus,2889
New York City,-73.9,40.8,Pyrus calleryana,4864
New York City,-73.9,40.8,Tilia cordata,3880
New York City,-73.9,40.9,Others,16982
New York City,-73.9,40.9,Acer platanoides,1517
New York City,-73.9,40.9,Acer rubrum,763
New York City,-73.9,40.9,Fraxinus pennsylvanica,624
New York City,-73.9,40.9,Gleditsia triacanthos,3448
New York City,-73.9,40.9,Liquidambar styraciflua,326
New York City,-73.9,40.9,Platanus acerifolia,1973
New York City,-73.9,40.9,Prunus,1299
New York City,-73.9,40.9,Pyrus calleryana,1685
New York City,-73.9,40.9,Tilia cordata,1424
New York City,-73.8,40.6,Others,3605
New York City,-73.8,40.6,Acer platanoides,205
New York City,-73.8,40.6,Acer rubrum,67
New York City,-73.8,40.6,Fraxinus pennsylvanica,55
New York City,-73.8,40.6,Gleditsia triacanthos,806
New York City,-73.8,40.6,Liquidambar styraciflua,63
New York City,-73.8,40.6,Platanus acerifolia,839
New York City,-73.8,40.6,Prunus,832
New York City,-73.8,40.6,Pyrus calleryana,848
New York City,-73.8,40.6,Tilia cordata,299
New York City,-73.8,40.7,Others,38487
New York City,-73.8,40.7,Acer platanoides,8243
New York City,-73.8,40.7,Acer rubrum,1533
New York City,-73.8,40.7,Fraxinus pennsylvanica,2068
New York City,-73.8,40.7,Gleditsia triacanthos,6249
New York City,-73.8,40.7,Liquidambar styraciflua,912
New York City,-73.8,40.7,Platanus acerifolia,11916
New York City,-73.8,40.7,Prunus,5085
New York City,-73.8,40.7,Pyrus calleryana,4970
New York City,-73.8,40.7,Tilia cordata,4394
New York City,-73.8,40.8,Others,23592
New York City,-73.8,40.8,Acer platanoides,3799
New York City,-73.8,40.8,Acer rubrum,1433
New York City,-73.8,40.8,Fraxinus pennsylvanica,983
New York City,-73.8,40.8,Gleditsia triacanthos,2621
New York City,-73.8,40.8,Liquidambar styraciflua,829
New York City,-73.8,40.8,Platanus acerifolia,6227
New York City,-73.8,40.8,Prunus,3218
New York City,-73.8,40.8,Pyrus calleryana,3698
New York City,-73.8,40.8,Tilia cordata,2087
New York City,-73.8,40.9,Others,4225
New York City,-73.8,40.9,Acer platanoides,634
New York City,-73.8,40.9,Acer rubrum,215
New York City,-73.8,40.9,Fraxinus pennsylvanica,341
New York City,-73.8,40.9,Gleditsia triacanthos,995
New York City,-73.8,40.9,Liquidambar styraciflua,170
New York City,-73.8,40.9,Platanus acerifolia,1530
New York City,-73.8,40.9,Prunus,565
New York City,-73.8,40.9,Pyrus calleryana,589
New York City,-73.8,40.9,Tilia cordata,461
New York City,-73.7,40.6,Others,906
New York City,-73.7,40.6,Acer platanoides,81
New York City,-73.7,40.6,Acer rubrum,29
New York City,-73.7,40.6,Fraxinus pennsylvanica,33
New York City,-73.7,40.6,Gleditsia triacanthos,537
New York City,-73.7,40.6,Liquidambar styraciflua,6
New York City,-73.7,40.6,Platanus acerifolia,226
New York City,-73.7,40.6,Prunus,195
New York City,-73.7,40.6,Pyrus calleryana,118
New York City,-73.7,40.6,Tilia cordata,69
New York City,-73.7,40.7,Others,12664
New York City,-73.7,40.7,Acer platanoides,4429
New York City,-73.7,40.7,Acer rubrum,903
New York City,-73.7,40.7,Fraxinus pennsylvanica,1095
New York City,-73.7,40.7,Gleditsia triacanthos,2504
New York City,-73.7,40.7,Liquidambar styraciflua,295
New York City,-73.7,40.7,Platanus acerifolia,3319
New York City,-73.7,40.7,Prunus,1426
New York City,-73.7,40.7,Pyrus calleryana,2277
New York City,-73.7,40.7,Tilia cordata,1479
New York City,-73.7,40.8,Others,3553
New York City,-73.7,40.8,Acer platanoides,916
New York City,-73.7,40.8,Acer rubrum,218
New York City,-73.7,40.8,Fraxinus pennsylvanica,120
New York City,-73.7,40.8,Gleditsia triacanthos,303
New York City,-73.7,40.8,Liquidambar styraciflua,98
New York City,-73.7,40.8,Platanus acerifolia,899
New York City,-73.7,40.8,Prunus,452
New York City,-73.7,40.8,Pyrus calleryana,522
New York City,-73.7,40.8,Tilia cordata,150
Oakland,-122.3,37.8,Others,7601
Oakland,-122.3,37.8,Gleditsia triacanthos,158
Oakland,-122.3,37.8,Lagerstroemia indica,665
Oakland,-122.3,37.8,Liquidambar styraciflua,900
Oakland,-122.3,37.8,Platanus acerifolia,1872
Oakland,-122.3,37.8,Prunus,1015
Oakland,-122.3,37.8,Pyrus calleryana,928
Oakland,-122.3,37.9,Others,286
Oakland,-122.3,37.9,Gleditsia triacanthos,30
Oakland,-122.3,37.9,Lagerstroemia indica,18
Oakland,-122.3,37.9,Liquidambar styraciflua,102
Oakland,-122.3,37.9,Platanus acerifolia,71
Oakland,-122.3,37.9,Prunus,67
Oakland,-122.3,37.9,Pyrus calleryana,6
Oakland,-122.2,37.7,Others,984
Oakland,-122.2,37.7,Acer rubrum,15
Oakland,-122.2,37.7,Lagerstroemia indica,71
Oakland,-122.2,37.7,Liquidambar styraciflua,198
Oakland,-122.2,37.7,Platanus acerifolia,289
Oakland,-122.2,37.7,Prunus,98
Oakland,-122.2,37.7,Pyrus calleryana,115
Oakland,-122.2,37.8,Others,10787
Oakland,-122.2,37.8,Acer rubrum,61
Oakland,-122.2,37.8,Gleditsia triacanthos,33
Oakland,-122.2,37.8,Lagerstroemia indica,1109
Oakland,-122.2,37.8,Liquidambar styraciflua,1845
Oakland,-122.2,37.8,Platanus acerifolia,1458
Oakland,-122.2,37.8,Prunus,1588
Oakland,-122.2,37.8,Pyrus calleryana,1577
Oakland,-122.2,37.9,Others,171
Oakland,-122.2,37.9,Liquidambar styraciflua,6
Oakland,-122.2,37.9,Platanus acerifolia,28
Oakland,-122.2,37.9,Prunus,24
Oakland,-122.2,37.9,Pyrus calleryana,1
Oakland,-122.1,37.7,Others,113
Oakland,-122.1,37.7,Lagerstroemia indica,34
Oakland,-122.1,37.7,Liquidambar styraciflua,149
Oakland,-122.1,37.7,Platanus acerifolia,55
Oakland,-122.1,37.7,Prunus,15
Oakland,-122.1,37.8,Others,199
Oakland,-122.1,37.8,Lagerstroemia indica,18
Oakland,-122.1,37.8,Liquidambar styraciflua,76
Oakland,-122.1,37.8,Prunus,20
Oakland,-122.1,37.8,Pyrus calleryana,2
Oakland,-120.4,36.1,Others,2
Oakland,-117.9,35.2,Others,7
Oakland,-117.9,35.2,Liquidambar styraciflua,2
Oakland,-117.9,35.2,Platanus acerifolia,1
Oakland,-117.8,35.2,Others,30
Oakland,-117.8,35.2,Liquidambar styraciflua,2
Oakland,-117.8,35.2,Platanus acerifolia,5
Oakland,-117.8,35.2,Prunus,3
Oklahoma City,-97.7,35.5,Others,66
Oklahoma City,-97.7,35.5,Gleditsia triacanthos,2
Oklahoma City,-97.7,35.5,Liquidambar styraciflua,4
Oklahoma City,-97.7,35.5,Platanus acerifolia,1
Oklahoma City,-97.7,35.5,Pyrus calleryana,6
Oklahoma City,-97.7,35.6,Others,33
Oklahoma City,-97.7,35.6,Fraxinus pennsylvanica,1
Oklahoma City,-97.7,35.6,Gleditsia triacanthos,1
Oklahoma City,-97.7,35.6,Pyrus calleryana,3
Oklahoma City,-97.6,35.3,Others,137
Oklahoma City,-97.6,35.3,Fraxinus pennsylvanica,1
Oklahoma City,-97.6,35.3,Lagerstroemia indica,13
Oklahoma City,-97.6,35.3,Platanus acerifolia,13
Oklahoma City,-97.6,35.3,Pyrus calleryana,18
Oklahoma City,-97.6,35.4,Acer rubrum,1
Oklahoma City,-97.6,35.4,Others,424
Oklahoma City,-97.6,35.4,Fraxinus pennsylvanica,14
Oklahoma City,-97.6,35.4,Gleditsia triacanthos,25
Oklahoma City,-97.6,35.4,Lagerstroemia indica,52
Oklahoma City,-97.6,35.4,Liquidambar styraciflua,10
Oklahoma City,-97.6,35.4,Platanus acerifolia,20
Oklahoma City,-97.6,35.4,Pyrus calleryana,51
Oklahoma City,-97.6,35.5,Others,1465
Oklahoma City,-97.6,35.5,Acer rubrum,2
Oklahoma City,-97.6,35.5,Fraxinus pennsylvanica,20
Oklahoma City,-97.6,35.5,Gleditsia triacanthos,36
Oklahoma City,-97.6,35.5,Lagerstroemia indica,47
Oklahoma City,-97.6,35.5,Liquidambar styraciflua,4
Oklahoma City,-97.6,35.5,Platanus acerifolia,5
Oklahoma City,-97.6,35.5,Pyrus calleryana,30
Oklahoma City,-97.6,35.6,Others,390
Oklahoma City,-97.6,35.6,Fraxinus pennsylvanica,5
Oklahoma City,-97.6,35.6,Gleditsia triacanthos,16
Oklahoma City,-97.6,35.6,Lagerstroemia indica,41
Oklahoma City,-97.6,35.6,Liquidambar styraciflua,1
Oklahoma City,-97.6,35.6,Platanus acerifolia,4
Oklahoma City,-97.6,35.6,Pyrus calleryana,37
Oklahoma City,-97.5,35.4,Others,1095
Oklahoma City,-97.5,35.4,Acer rubrum,1
Oklahoma City,-97.5,35.4,Fraxinus pennsylvanica,24
Oklahoma City,-97.5,35.4,Gleditsia triacanthos,17
Oklahoma City,-97.5,35.4,Lagerstroemia indica,71
Oklahoma City,-97.5,35.4,Liquidambar styraciflua,11
Oklahoma City,-97.5,35.4,Platanus acerifolia,19
Oklahoma City,-97.5,35.4,Pyrus calleryana,42
Oklahoma City,-97.5,35.5,Others,3473
Oklahoma City,-97.5,35.5,Acer platanoides,1
Oklahoma City,-97.5,35.5,Acer rubrum,37
Oklahoma City,-97.5,35.5,Fraxinus pennsylvanica,21
Oklahoma City,-97.5,35.5,Gleditsia triacanthos,13
Oklahoma City,-97.5,35.5,Lagerstroemia indica,458
Oklahoma City,-97.5,35.5,Liquidambar styraciflua,19
Oklahoma City,-97.5,35.5,Platanus acerifolia,28
Oklahoma City,-97.5,35.5,Pyrus calleryana,58
Oklahoma City,-97.5,35.5,Tilia cordata,1
Oklahoma City,-97.5,35.6,Others,41
Oklahoma City,-97.5,35.6,Fraxinus pennsylvanica,7
Oklahoma City,-97.5,35.6,Gleditsia triacanthos,3
Oklahoma City,-97.5,35.6,Pyrus calleryana,7
Oklahoma City,-97.4,35.3,Others,1
Oklahoma City,-97.4,35.4,Fraxinus pennsylvanica,2
Oklahoma City,-97.4,35.4,Gleditsia triacanthos,4
Oklahoma City,-97.4,35.4,Others,39
Oklahoma City,-97.4,35.4,Pyrus calleryana,6
Oklahoma City,-97.4,35.5,Others,44
Oklahoma City,-97.4,35.5,Fraxinus pennsylvanica,2
Oklahoma City,-97.4,35.5,Gleditsia triacanthos,1
Oklahoma City,-97.4,35.5,Liquidambar styraciflua,6
Oklahoma City,-97.4,35.5,Pyrus calleryana,3
Oklahoma City,-97.3,35.5,Others,243
Oklahoma City,-97.3,35.5,Lagerstroemia indica,7
Oklahoma City,-97.3,35.6,Others,65
Oklahoma City,-97.3,35.6,Pyrus calleryana,2
Ontario,-121.0,35.5,Others,85
Ontario,-121.0,35.5,Platanus acerifolia,34
Ontario,-121.0,35.5,Pyrus calleryana,4
Ontario,-120.6,35.4,Others,311
Ontario,-120.6,35.4,Lagerstroemia indica,28
Ontario,-120.6,35.4,Liquidambar styraciflua,58
Ontario,-120.6,35.4,Pyrus calleryana,19
Ontario,-119.5,36.1,Others,4
Ontario,-118.7,35.9,Others,60
Ontario,-118.7,35.9,Lagerstroemia indica,1
Ontario,-118.6,34.5,Others,757
Ontario,-118.0,35.1,Others,1
Ontario,-118.0,35.1,Lagerstroemia indica,2
Ontario,-118.0,35.1,Liquidambar styraciflua,5
Ontario,-118.0,35.1,Platanus acerifolia,27
Ontario,-118.0,35.1,Pyrus calleryana,1
Ontario,-117.7,34.0,Others,4518
Ontario,-117.7,34.0,Gleditsia triacanthos,23
Ontario,-117.7,34.0,Lagerstroemia indica,449
Ontario,-117.7,34.0,Liquidambar styraciflua,235
Ontario,-117.7,34.0,Platanus acerifolia,332
Ontario,-117.7,34.0,Pyrus calleryana,161
Ontario,-117.7,34.1,Others,9977
Ontario,-117.7,34.1,Acer rubrum,1
Ontario,-117.7,34.1,Gleditsia triacanthos,18
Ontario,-117.7,34.1,Lagerstroemia indica,1272
Ontario,-117.7,34.1,Liquidambar styraciflua,1523
Ontario,-117.7,34.1,Platanus acerifolia,450
Ontario,-117.7,34.1,Pyrus calleryana,644
Ontario,-117.6,33.9,Others,3
Ontario,-117.6,34.0,Others,11596
Ontario,-117.6,34.0,Gleditsia triacanthos,51
Ontario,-117.6,34.0,Lagerstroemia indica,973
Ontario,-117.6,34.0,Liquidambar styraciflua,463
Ontario,-117.6,34.0,Platanus acerifolia,932
Ontario,-117.6,34.0,Pyrus calleryana,403
Ontario,-117.6,34.1,Others,14278
Ontario,-117.6,34.1,Acer platanoides,3
Ontario,-117.6,34.1,Acer rubrum,2
Ontario,-117.6,34.1,Gleditsia triacanthos,6
Ontario,-117.6,34.1,Lagerstroemia indica,1781
Ontario,-117.6,34.1,Liquidambar styraciflua,2089
Ontario,-117.6,34.1,Platanus acerifolia,1345
Ontario,-117.6,34.1,Pyrus calleryana,1162
Ontario,-117.5,34.0,Others,799
Ontario,-117.5,34.0,Lagerstroemia indica,37
Ontario,-117.5,34.0,Liquidambar styraciflua,10
Ontario,-117.5,34.0,Platanus acerifolia,107
Ontario,-117.5,34.0,Pyrus calleryana,168
Ontario,-117.5,34.1,Others,657
Ontario,-117.5,34.1,Gleditsia triacanthos,9
Ontario,-117.5,34.1,Lagerstroemia indica,53
Ontario,-117.5,34.1,Platanus acerifolia,96
Ontario,-117.5,34.1,Pyrus calleryana,229
Ontario,-117.5,34.2,Others,2
Ontario,-117.4,34.2,Others,5
Ontario,-116.0,34.8,Others,1
Ontario,-116.0,34.8,Lagerstroemia indica,1
Overland Park,-101.4,38.9,Acer rubrum,18
Overland Park,-101.4,38.9,Others,16
Overland Park,-100.5,39.1,Acer rubrum,30
Overland Park,-100.5,39.1,Others,65
Overland Park,-100.5,39.1,Pyrus calleryana,1
Overland Park,-100.4,39.1,Others,14
Overland Park,-94.9,39.0,Others,480
Overland Park,-94.9,39.0,Acer platanoides,8
Overland Park,-94.9,39.0,Acer rubrum,45
Overland Park,-94.9,39.0,Fraxinus pennsylvanica,107
Overland Park,-94.9,39.0,Gleditsia triacanthos,4
